# BME688 cage-odor heater-sweep log
# firmware_version,cage-odor-1.2.0
# session_start_iso,(no RTC)
# session_start_unix,0
# rtc_present,0
# sensors_detected,8 of 8
# sensor,0,logical_id,0,enabled,1,ok,1,unique_id,0x2ED18B51
# sensor,1,logical_id,1,enabled,1,ok,1,unique_id,0x2ED19951
# sensor,2,logical_id,2,enabled,1,ok,1,unique_id,0x2ED19B51
# sensor,3,logical_id,3,enabled,1,ok,1,unique_id,0x2ED19D51
# sensor,4,logical_id,4,enabled,1,ok,1,unique_id,0x2ED1A051
# sensor,5,logical_id,5,enabled,1,ok,1,unique_id,0x2ED1A251
# sensor,6,logical_id,6,enabled,1,ok,1,unique_id,0x2ED1A451
# sensor,7,logical_id,7,enabled,1,ok,1,unique_id,0x2ED19C4A
# profile_rotate_ms,120000
# n_profiles,4
# profile,0,bosch_default,meas_dur_ms,140,temps,320 100 100 100 200 200 200 320 320 320,muls,5 2 10 30 5 5 5 5 5 5
# profile,1,ramp_200_350,meas_dur_ms,140,temps,200 217 233 250 267 283 300 317 333 350,muls,10 10 10 10 10 10 10 10 10 10
# profile,2,ramp_short_dwell,meas_dur_ms,140,temps,200 217 233 250 267 283 300 317 333 350,muls,3 3 3 3 3 3 3 3 3 3
# profile,3,ramp_long_dwell,meas_dur_ms,300,temps,200 217 233 250 267 283 300 317 333 350,muls,20 20 20 20 20 20 20 20 20 20
#
timestamp_iso,millis,unix_time,label,label_name,marker,sensor_idx,logical_id,profile_id,profile_name,profile_cycle,heater_step,heater_temp_c,heater_dur_ms,gas_resistance_ohm,temperature_c,humidity_pct,pressure_pa,idac,res_heat,gas_wait_reg,status,gas_valid,heat_stable,meas_index,skipped
,5418839,0,1,CLEAN,,2,2,0,bosch_default,45,6,200,495,1274424.37,40.340,16.640,100054.91,135,77,5,128,0,0,60,75
,5423458,0,1,CLEAN,,1,1,0,bosch_default,45,2,100,990,20778694.00,39.184,17.021,100058.23,90,51,10,176,1,1,95,65
,5424023,0,1,CLEAN,,6,6,0,bosch_default,45,3,100,2970,36187740.00,39.648,16.012,100063.32,93,55,30,144,0,1,96,81
,5424262,0,1,CLEAN,profile_change,,,1,ramp_200_350,46,,,,,,,,,,,,,,
,5424268,0,1,CLEAN,,0,0,1,ramp_200_350,46,3,250,990,18539180.00,38.995,17.436,100044.88,96,90,10,144,0,1,97,0
,5424412,0,1,CLEAN,,1,1,1,ramp_200_350,46,3,250,990,20778694.00,39.056,17.034,100057.93,90,88,10,144,0,1,101,0
,5424413,0,1,CLEAN,,2,2,1,ramp_200_350,46,3,250,990,17828074.00,39.633,16.327,100052.53,90,90,10,144,0,1,100,0
,5424414,0,1,CLEAN,,3,3,1,ramp_200_350,46,2,233,990,24417288.00,39.948,16.308,100061.75,142,85,10,144,0,1,94,0
,5424414,0,1,CLEAN,,3,3,1,ramp_200_350,46,2,233,990,1843384.37,39.918,16.316,100060.47,142,85,10,160,1,0,95,0
,5424415,0,1,CLEAN,,4,4,1,ramp_200_350,46,2,233,990,30869524.00,40.138,15.807,100081.74,147,88,10,144,0,1,93,0
,5424415,0,1,CLEAN,,4,4,1,ramp_200_350,46,2,233,990,30869524.00,40.095,15.779,100078.84,147,88,10,144,0,1,94,0
,5424417,0,1,CLEAN,,5,5,1,ramp_200_350,46,2,233,990,17499600.00,40.185,16.103,100052.34,92,84,10,128,0,0,91,0
,5424418,0,1,CLEAN,,6,6,1,ramp_200_350,46,3,250,990,36187740.00,39.601,16.029,100064.77,93,92,10,144,0,1,98,0
,5424419,0,1,CLEAN,,7,7,1,ramp_200_350,46,2,233,990,28624590.00,39.895,15.226,100056.91,153,84,10,144,0,1,93,0
,5424419,0,1,CLEAN,,7,7,1,ramp_200_350,46,2,233,990,28624590.00,39.853,15.194,100055.87,153,84,10,144,0,1,94,0
,5425392,0,1,CLEAN,,1,1,1,ramp_200_350,46,0,200,990,20778694.00,39.791,17.163,100057.75,168,76,10,144,0,1,7,161
,5426238,0,1,CLEAN,,6,6,1,ramp_200_350,46,1,217,990,2111340.25,40.453,16.151,100067.93,92,84,10,128,0,0,12,169
,5430297,0,1,CLEAN,,4,4,1,ramp_200_350,46,4,267,990,549061.69,41.284,15.752,100078.11,136,96,10,144,0,1,41,202
,5431699,0,1,CLEAN,,7,7,1,ramp_200_350,46,5,283,990,351769.16,41.186,15.233,100059.63,143,96,10,144,0,1,51,212
,5431976,0,1,CLEAN,,2,2,1,ramp_200_350,46,5,283,990,284365.47,41.148,16.318,100057.67,135,98,10,144,0,1,54,209
,5432957,0,1,CLEAN,,0,0,1,ramp_200_350,46,6,300,990,240827.84,40.356,17.356,100045.06,142,102,10,144,0,1,61,219
,5434499,0,1,CLEAN,,1,1,1,ramp_200_350,46,7,317,990,229185.31,40.737,16.864,100059.50,168,105,10,144,0,1,73,65
,5437166,0,1,CLEAN,,6,6,1,ramp_200_350,46,9,350,990,427378.97,41.470,15.793,100068.73,171,117,10,144,0,1,91,78
,5441365,0,1,CLEAN,,3,3,1,ramp_200_350,46,2,233,990,2337232.50,41.236,15.793,100061.27,145,85,10,144,0,1,121,25
,5442904,0,1,CLEAN,,2,2,1,ramp_200_350,46,3,250,990,1109726.37,41.178,15.888,100052.85,151,90,10,144,0,1,133,78
,5443469,0,1,CLEAN,,5,5,1,ramp_200_350,46,3,250,990,1132743.37,41.412,15.553,100050.94,152,88,10,128,0,0,136,44
,5443886,0,1,CLEAN,,1,1,1,ramp_200_350,46,4,267,990,625534.50,40.604,16.591,100059.71,155,92,10,144,0,1,141,67
,5446268,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,437793.94,40.537,17.053,100045.21,167,98,10,144,0,1,157,95
,5448235,0,1,CLEAN,,6,6,1,ramp_200_350,46,7,317,990,415668.75,41.450,15.626,100065.83,170,109,10,144,0,1,171,79
,5450897,0,1,CLEAN,,7,7,1,ramp_200_350,46,8,333,990,413153.12,41.836,14.730,100061.85,182,109,10,176,1,1,189,137
,5453414,0,1,CLEAN,,1,1,1,ramp_200_350,46,1,217,990,4133198.75,40.571,16.375,100065.29,140,80,10,144,0,1,210,68
,5453419,0,1,CLEAN,,2,2,1,ramp_200_350,46,0,200,990,4262227.00,41.198,15.717,100057.35,134,77,10,176,1,1,209,75
,5453421,0,1,CLEAN,,4,4,1,ramp_200_350,46,0,200,990,512384.28,41.575,15.182,100079.55,135,79,10,144,0,1,207,165
,5453696,0,1,CLEAN,,2,2,1,ramp_200_350,46,1,217,990,4262227.00,41.196,15.681,100059.94,141,82,10,144,0,1,211,1
,5453839,0,1,CLEAN,,4,4,1,ramp_200_350,46,1,217,990,6050221.50,41.504,15.082,100079.88,142,84,10,128,0,0,210,2
,5459163,0,1,CLEAN,,6,6,1,ramp_200_350,46,5,283,990,540797.44,41.375,15.552,100071.71,162,101,10,144,0,1,250,78
,5459718,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,458063.06,40.630,16.910,100047.10,167,98,10,144,0,1,254,96
,5462800,0,1,CLEAN,,1,1,1,ramp_200_350,46,7,317,990,330003.22,41.075,16.419,100066.77,168,105,10,144,0,1,22,67
,5463364,0,1,CLEAN,,3,3,1,ramp_200_350,46,7,317,990,436394.63,41.891,15.681,100067.73,167,106,10,176,1,1,23,157
,5464624,0,1,CLEAN,,2,2,1,ramp_200_350,46,9,350,990,419758.16,41.818,15.664,100055.04,175,115,10,144,0,1,34,78
,5470509,0,1,CLEAN,,6,6,1,ramp_200_350,46,3,250,990,1418773.87,41.318,15.278,100066.80,152,92,10,144,0,1,76,81
,5472049,0,1,CLEAN,,7,7,1,ramp_200_350,46,4,267,990,908808.50,41.589,14.501,100057.64,165,92,10,144,0,1,85,151
,5472325,0,1,CLEAN,,1,1,1,ramp_200_350,46,4,267,990,677696.87,40.863,16.361,100060.90,154,92,10,144,0,1,91,68
,5473447,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,467793.50,40.710,16.812,100042.35,167,98,10,144,0,1,97,98
,5475690,0,1,CLEAN,,2,2,1,ramp_200_350,46,7,317,990,377929.50,41.707,15.754,100055.66,168,107,10,144,0,1,114,79
,5478914,0,1,CLEAN,,4,4,1,ramp_200_350,46,9,350,990,516259.12,42.228,15.100,100078.66,176,117,10,144,0,1,134,179
,5481576,0,1,CLEAN,,6,6,1,ramp_200_350,46,1,217,990,5820248.50,41.315,15.307,100067.45,142,84,10,128,0,0,156,79
,5481851,0,1,CLEAN,,1,1,1,ramp_200_350,46,1,217,990,4431701.50,40.732,16.206,100056.91,140,80,10,144,0,1,160,68
,5487034,0,1,CLEAN,,2,2,1,ramp_200_350,46,5,283,990,516259.12,41.620,15.597,100055.54,159,98,10,144,0,1,196,81
,5487593,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,473635.53,40.803,16.751,100044.94,167,98,10,144,0,1,199,101
,5488716,0,1,CLEAN,,3,3,1,ramp_200_350,46,6,300,990,463978.25,41.856,15.536,100060.35,163,102,10,144,0,1,205,181
,5488718,0,1,CLEAN,,5,5,1,ramp_200_350,46,6,300,990,409436.22,41.921,15.399,100050.63,165,100,10,128,0,0,204,67
,5491237,0,1,CLEAN,,1,1,1,ramp_200_350,46,8,333,990,364153.62,41.271,16.261,100054.24,171,109,10,144,0,1,228,67
,5492922,0,1,CLEAN,,6,6,1,ramp_200_350,46,9,350,990,493850.97,41.950,15.245,100063.75,177,117,10,144,0,1,238,81
,5494044,0,1,CLEAN,,7,7,1,ramp_200_350,46,9,350,990,437793.94,42.192,14.355,100055.80,186,113,10,176,1,1,243,157
,5497962,0,1,CLEAN,,2,2,1,ramp_200_350,46,3,250,990,1259145.37,41.509,15.465,100053.32,151,90,10,144,0,1,19,78
,5500901,0,1,CLEAN,,1,1,1,ramp_200_350,46,5,283,990,467153.28,41.062,16.239,100059.76,159,96,10,144,0,1,42,69
,5501461,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,470048.19,40.856,16.687,100043.63,167,98,10,144,0,1,43,99
,5504268,0,1,CLEAN,,6,6,1,ramp_200_350,46,7,317,990,435004.25,41.852,15.305,100068.11,170,109,10,144,0,1,64,81
,5504407,0,1,CLEAN,,4,4,1,ramp_200_350,46,7,317,990,461781.28,42.208,14.937,100077.25,169,109,10,144,0,1,61,182
,5509307,0,1,CLEAN,,2,2,1,ramp_200_350,46,1,217,990,4785046.50,41.504,15.348,100054.80,141,82,10,144,0,1,101,81
,5510566,0,1,CLEAN,,1,1,1,ramp_200_350,46,2,233,990,2217650.25,40.891,16.123,100060.13,145,84,10,128,0,0,112,69
,5514910,0,1,CLEAN,,3,3,1,ramp_200_350,46,4,267,990,571588.06,41.864,15.440,100060.86,154,94,10,176,1,1,137,187
,5515468,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,479288.56,40.918,16.634,100043.59,167,98,10,144,0,1,144,100
,5515614,0,1,CLEAN,,6,6,1,ramp_200_350,46,5,283,990,551278.63,41.747,15.129,100062.77,162,101,10,144,0,1,146,81
,5515755,0,1,CLEAN,,7,7,1,ramp_200_350,46,5,283,990,617611.56,41.913,14.346,100055.23,169,96,10,144,0,1,143,155
,5520092,0,1,CLEAN,,1,1,1,ramp_200_350,46,9,350,990,416683.62,41.455,16.129,100052.88,175,113,10,144,0,1,181,68
,5520099,0,1,CLEAN,,2,2,1,ramp_200_350,46,9,350,990,434174.25,42.096,15.450,100051.11,175,115,10,144,0,1,179,77
,5520513,0,1,CLEAN,,2,2,1,ramp_200_350,46,9,350,990,434174.25,42.121,15.411,100049.35,175,115,10,144,0,1,182,2
,5526819,0,1,CLEAN,,6,6,1,ramp_200_350,46,3,250,990,873347.56,41.590,15.116,100062.70,152,92,10,160,1,0,227,80
,5529754,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,386488.03,40.991,16.567,100045.04,167,98,10,176,1,1,247,102
,5529758,0,1,CLEAN,,1,1,1,ramp_200_350,46,6,300,990,361071.94,41.243,16.127,100058.71,163,100,10,144,0,1,251,69
,5529761,0,1,CLEAN,,4,4,1,ramp_200_350,46,5,283,990,646873.00,42.128,14.868,100076.55,160,100,10,144,0,1,243,181
,5531857,0,1,CLEAN,,2,2,1,ramp_200_350,46,7,317,990,385832.72,42.014,15.410,100055.18,168,107,10,144,0,1,8,81
,5537043,0,1,CLEAN,,7,7,1,ramp_200_350,46,0,200,990,442046.19,41.764,14.228,100053.85,142,75,10,144,0,1,40,152
,5538303,0,1,CLEAN,,6,6,1,ramp_200_350,46,2,233,990,2796859.00,41.523,14.983,100062.02,147,88,10,144,0,1,54,82
,5539280,0,1,CLEAN,,1,1,1,ramp_200_350,46,3,250,990,1191043.87,41.035,16.045,100058.76,150,88,10,144,0,1,64,68
,5539845,0,1,CLEAN,,5,5,1,ramp_200_350,46,2,233,990,2353346.75,41.851,15.018,100047.35,147,84,10,144,0,1,58,109
,5541245,0,1,CLEAN,,3,3,1,ramp_200_350,46,3,250,990,1532074.00,41.851,15.313,100062.20,149,89,10,144,0,1,70,188
,5542645,0,1,CLEAN,,2,2,1,ramp_200_350,46,5,283,990,532778.37,41.863,15.316,100054.94,159,98,10,144,0,1,86,77
,5543066,0,1,CLEAN,,0,0,1,ramp_200_350,46,5,283,990,474953.62,41.016,16.532,100045.59,167,98,10,144,0,1,87,95
,5544426,0,1,CLEAN,profile_change,,,2,ramp_short_dwell,47,,,,,,,,,,,,,,
,5544574,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,6,300,297,340199.34,41.327,16.086,100054.64,163,100,3,176,1,1,101,0
,5544576,0,1,CLEAN,,3,3,2,ramp_short_dwell,47,6,300,297,471346.38,42.072,15.370,100060.55,163,102,3,144,0,1,93,0
,5544578,0,1,CLEAN,,4,4,2,ramp_short_dwell,47,6,300,297,505554.19,42.201,14.877,100076.95,165,105,3,144,0,1,92,0
,5544579,0,1,CLEAN,,5,5,2,ramp_short_dwell,47,5,283,297,412903.22,42.111,15.162,100050.20,161,96,3,176,1,1,91,0
,5544580,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,6,300,297,452596.69,41.900,15.137,100066.25,166,105,3,144,0,1,98,0
,5544581,0,1,CLEAN,,7,7,2,ramp_short_dwell,47,6,300,297,471346.38,42.050,14.298,100056.53,173,100,3,144,0,1,94,0
,5546394,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,4,267,297,560328.31,40.893,16.495,100040.94,162,94,3,144,0,1,13,0
,5546536,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,4,267,297,449024.34,41.745,15.356,100050.65,155,94,3,176,1,1,14,0
,5547378,0,1,CLEAN,,3,3,2,ramp_short_dwell,47,6,300,297,387585.16,42.009,15.331,100058.66,163,102,3,144,0,1,19,181
,5550878,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,5,283,297,685867.38,41.153,16.056,100052.52,158,96,3,144,0,1,45,199
,5550887,0,1,CLEAN,,5,5,2,ramp_short_dwell,47,4,267,297,729864.56,42.000,15.227,100044.82,156,92,3,176,1,1,44,208
,5551863,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,7,317,297,471672.03,41.895,15.167,100062.97,170,109,3,144,0,1,52,209
,5558441,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,3,250,297,1845876.50,41.753,15.285,100045.67,150,90,3,144,0,1,100,85
,5560120,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,7,317,297,423140.50,41.119,16.466,100039.91,175,106,3,144,0,1,112,98
,5560123,0,1,CLEAN,,4,4,2,ramp_short_dwell,47,7,317,297,533194.50,42.279,14.775,100073.35,169,109,3,144,0,1,111,18
,5560543,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,8,333,297,352132.06,41.407,16.019,100049.27,171,109,3,144,0,1,115,69
,5562510,0,1,CLEAN,,7,7,2,ramp_short_dwell,47,2,233,297,2099974.25,41.893,14.215,100050.03,155,84,3,176,1,1,128,33
,5563070,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,4,267,297,1439718.75,41.740,14.969,100058.19,157,97,3,128,0,0,133,80
,5570067,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,1,217,297,4780858.00,41.188,15.956,100054.05,140,80,3,128,0,0,184,68
,5570074,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,1,217,297,4844470.50,41.825,15.259,100045.66,140,82,3,144,0,1,184,83
,5570348,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,2,233,297,2941472.25,41.783,15.216,100047.74,146,86,3,128,0,0,186,1
,5573429,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,9,350,297,348180.91,41.272,16.434,100041.86,184,115,3,144,0,1,208,95
,5574276,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,1,217,297,6222560.00,41.765,14.985,100066.67,142,84,3,144,0,1,214,80
,5575114,0,1,CLEAN,,3,3,2,ramp_short_dwell,47,2,233,297,2166622.50,41.944,15.221,100057.96,144,85,3,176,1,1,218,198
,5579454,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,4,267,297,1146054.87,41.203,15.937,100048.22,154,92,3,144,0,1,252,67
,5582255,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,0,200,297,4927519.00,41.963,15.215,100048.61,134,77,3,160,1,0,16,85
,5583099,0,1,CLEAN,,7,7,2,ramp_short_dwell,47,2,233,297,3360131.25,41.943,14.137,100048.54,154,84,3,144,0,1,20,147
,5584078,0,1,CLEAN,,4,4,2,ramp_short_dwell,47,4,267,297,1539849.62,42.170,14.654,100070.77,156,96,3,144,0,1,27,171
,5585482,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,8,333,297,442046.19,42.037,14.984,100057.56,173,113,3,144,0,1,39,80
,5586599,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,1,217,297,4698595.00,41.029,16.354,100039.69,146,81,3,144,0,1,47,94
,5588841,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,6,300,297,429800.62,41.377,15.906,100049.64,163,100,3,176,1,1,64,67
,5593884,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,8,333,297,365714.28,42.164,15.206,100047.08,172,111,3,176,1,1,100,83
,5596968,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,6,300,297,640801.00,41.922,14.858,100063.53,166,105,3,144,0,1,122,82
,5598643,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,0,200,297,348892.69,41.455,15.884,100054.47,134,76,3,144,0,1,135,70
,5600465,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,4,267,297,1126202.87,41.069,16.310,100041.46,162,94,3,144,0,1,147,99
,5602851,0,1,CLEAN,,5,5,2,ramp_short_dwell,47,8,333,297,375229.03,42.406,14.916,100044.88,173,108,3,176,1,1,160,115
,5603832,0,1,CLEAN,,7,7,2,ramp_short_dwell,47,1,217,297,3401993.25,42.003,14.044,100051.16,149,80,3,176,1,1,169,148
,5603970,0,1,CLEAN,,3,3,2,ramp_short_dwell,47,1,217,297,3473394.00,42.049,15.121,100055.36,139,81,3,176,1,1,169,206
,5605511,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,6,300,297,465560.34,42.066,15.165,100047.29,163,102,3,176,1,1,184,83
,5608032,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,3,250,297,1840898.87,41.236,15.847,100049.70,150,88,3,144,0,1,203,67
,5608178,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,3,250,297,2241313.25,41.790,14.796,100059.76,152,92,3,144,0,1,203,80
,5608597,0,1,CLEAN,,4,4,2,ramp_short_dwell,47,3,250,297,2353346.75,42.165,14.588,100069.98,151,92,3,128,0,0,203,175
,5613636,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,6,300,297,555766.63,41.182,16.286,100035.64,171,102,3,144,0,1,242,94
,5617417,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,5,283,297,846281.00,42.014,15.122,100046.86,159,98,3,144,0,1,14,85
,5617836,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,6,300,297,432523.75,41.447,15.859,100048.98,162,100,3,176,1,1,18,70
,5619803,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,1,217,297,6367664.00,41.895,14.782,100060.84,142,84,3,128,0,0,31,83
,5625265,0,1,CLEAN,,7,7,2,ramp_short_dwell,47,3,250,297,2139462.00,42.028,13.970,100052.89,159,88,3,144,0,1,67,153
,5627500,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,9,350,297,350684.94,41.405,16.288,100036.66,184,115,3,144,0,1,86,99
,5627504,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,0,200,297,349965.81,41.626,15.833,100052.80,134,76,3,144,0,1,88,69
,5629602,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,4,267,297,842105.25,42.004,15.030,100047.88,155,94,3,176,1,1,102,87
,5631427,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,9,350,297,418728.28,42.170,14.891,100061.52,177,117,3,144,0,1,115,83
,5632964,0,1,CLEAN,,3,3,2,ramp_short_dwell,47,1,217,297,5497986.50,42.175,15.076,100054.17,139,81,3,144,0,1,121,207
,5634927,0,1,CLEAN,,4,4,2,ramp_short_dwell,47,6,300,297,743375.69,42.367,14.614,100069.78,165,105,3,144,0,1,136,188
,5637026,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,3,250,297,1838420.12,41.306,15.775,100047.63,149,88,3,144,0,1,157,68
,5641088,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,2,233,297,3074498.00,41.091,16.204,100038.94,152,85,3,144,0,1,184,97
,5641093,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,2,233,297,3071040.25,41.958,15.033,100046.20,145,86,3,144,0,1,185,82
,5642914,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,6,300,297,506679.87,42.050,14.915,100058.19,166,105,3,176,1,1,198,82
,5646691,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,6,300,297,556673.00,41.493,15.770,100046.50,162,100,3,144,0,1,227,69
,5647536,0,1,CLEAN,,7,7,2,ramp_short_dwell,47,6,300,297,683122.06,42.222,13.994,100047.68,173,100,3,144,0,1,227,159
,5653414,0,1,CLEAN,,2,2,2,ramp_short_dwell,47,2,233,297,3113053.50,41.986,14.999,100045.73,145,86,3,128,0,0,18,88
,5654538,0,1,CLEAN,,6,6,2,ramp_short_dwell,47,4,267,297,892180.37,41.945,14.819,100057.27,157,97,3,176,1,1,26,83
,5654674,0,1,CLEAN,,0,0,2,ramp_short_dwell,47,4,267,297,776934.75,41.207,16.175,100035.31,162,94,3,176,1,1,26,97
,5656496,0,1,CLEAN,,1,1,2,ramp_short_dwell,47,0,200,297,352495.69,41.697,15.770,100051.78,134,76,3,144,0,1,42,70
,5660700,0,1,CLEAN,,3,3,2,ramp_short_dwell,47,7,317,297,509706.31,42.398,15.022,100050.60,167,106,3,144,0,1,64,198
,5660705,0,1,CLEAN,,4,4,2,ramp_short_dwell,47,7,317,297,475947.00,42.531,14.657,100065.18,169,109,3,176,1,1,65,184
,5662804,0,1,CLEAN,,5,5,2,ramp_short_dwell,47,1,217,297,2876404.50,42.202,14.740,100041.64,142,80,3,176,1,1,77,172
,5664590,0,1,CLEAN,profile_change,,,3,ramp_long_dwell,48,,,,,,,,,,,,,,
,5664595,0,1,CLEAN,,0,0,3,ramp_long_dwell,48,8,333,5180,381094.16,41.427,16.172,100035.38,179,110,20,144,0,1,97,0
,5664899,0,1,CLEAN,,1,1,3,ramp_long_dwell,48,9,350,5180,348536.41,41.729,15.757,100048.84,175,113,20,144,0,1,100,0
,5664899,0,1,CLEAN,,1,1,3,ramp_long_dwell,48,9,350,5180,353591.16,41.749,15.748,100048.07,175,113,20,176,1,1,101,0
,5664900,0,1,CLEAN,,2,2,3,ramp_long_dwell,48,8,333,5180,377302.88,42.335,15.032,100044.88,171,111,20,176,1,1,98,0
,5664901,0,1,CLEAN,,3,3,3,ramp_long_dwell,48,6,300,5180,509326.03,42.363,15.015,100051.71,163,102,20,176,1,1,92,0
,5664902,0,1,CLEAN,,4,4,3,ramp_long_dwell,48,7,317,5180,556219.44,42.521,14.536,100068.72,169,109,20,144,0,1,94,0
,5664903,0,1,CLEAN,,5,5,3,ramp_long_dwell,48,6,300,5180,597084.56,42.338,14.852,100043.45,165,100,20,144,0,1,90,0
,5664904,0,1,CLEAN,,6,6,3,ramp_long_dwell,48,8,333,5180,420793.09,42.207,14.808,100058.74,173,113,20,176,1,1,98,0
,5664905,0,1,CLEAN,,6,6,3,ramp_long_dwell,48,9,350,5180,420793.09,42.230,14.789,100059.02,177,117,20,144,0,1,99,0
,5664906,0,1,CLEAN,,7,7,3,ramp_long_dwell,48,7,317,5180,512769.16,42.292,13.973,100046.75,178,105,20,144,0,1,93,0
,5664906,0,1,CLEAN,,7,7,3,ramp_long_dwell,48,7,317,5180,512769.16,42.317,13.979,100046.16,178,105,20,144,0,1,94,0
,5665803,0,1,CLEAN,,5,5,3,ramp_long_dwell,48,0,200,5180,597084.56,42.015,14.640,100040.55,136,76,20,144,0,1,2,167
,5666105,0,1,CLEAN,,6,6,3,ramp_long_dwell,48,0,200,5180,420793.09,41.732,14.733,100056.26,136,80,20,144,0,1,3,159
,5667307,0,1,CLEAN,,7,7,3,ramp_long_dwell,48,0,200,5180,407968.12,41.779,13.948,100050.59,142,75,20,144,0,1,7,168
,5671804,0,1,CLEAN,,1,1,3,ramp_long_dwell,48,1,217,5180,1696768.87,41.050,15.893,100050.80,140,80,20,144,0,1,23,177
,5671811,0,1,CLEAN,,2,2,3,ramp_long_dwell,48,1,217,5180,1859704.87,41.667,15.144,100044.19,140,82,20,144,0,1,23,180
,5673905,0,1,CLEAN,,0,0,3,ramp_long_dwell,48,1,217,5180,1418773.87,40.878,16.397,100037.77,146,81,20,144,0,1,30,188
,5677512,0,1,CLEAN,,6,6,3,ramp_long_dwell,48,2,233,5180,754605.75,41.625,14.943,100056.17,147,88,20,144,0,1,42,38
,5679915,0,1,CLEAN,,4,4,3,ramp_long_dwell,48,2,233,5180,703538.31,42.039,14.793,100065.30,147,88,20,144,0,1,50,211
,5680514,0,1,CLEAN,,3,3,3,ramp_long_dwell,48,2,233,5180,650571.81,41.899,15.204,100053.92,144,85,20,144,0,1,52,215
,5682015,0,1,CLEAN,,1,1,3,ramp_long_dwell,48,2,233,5180,645039.37,41.130,15.842,100049.70,145,84,20,144,0,1,58,34
,5682020,0,1,CLEAN,,7,7,3,ramp_long_dwell,48,2,233,5180,732213.06,41.871,14.188,100047.45,154,84,20,144,0,1,57,49
,5683516,0,1,CLEAN,,2,2,3,ramp_long_dwell,48,3,250,5180,356918.78,41.848,15.164,100042.08,150,90,20,128,0,0,63,39
,5683820,0,1,CLEAN,,5,5,3,ramp_long_dwell,48,3,250,5180,315076.94,42.035,14.982,100040.62,151,88,20,144,0,1,63,60
,5686216,0,1,CLEAN,,0,0,3,ramp_long_dwell,48,3,250,5180,315368.03,41.054,16.371,100035.46,158,90,20,144,0,1,72,41
,5688921,0,1,CLEAN,,6,6,3,ramp_long_dwell,48,4,267,5180,268273.50,41.845,14.914,100053.97,157,97,20,144,0,1,81,38
,5692816,0,1,CLEAN,,1,1,3,ramp_long_dwell,48,4,267,5180,221741.02,41.362,15.818,100041.85,154,92,20,144,0,1,95,36
,5695517,0,1,CLEAN,,2,2,3,ramp_long_dwell,48,5,283,5180,232463.11,42.094,15.106,100037.96,159,98,20,144,0,1,104,40
,5695524,0,1,CLEAN,,4,4,3,ramp_long_dwell,48,5,283,5180,271906.53,42.365,14.644,100062.66,160,100,20,144,0,1,103,52
,5697018,0,1,CLEAN,,3,3,3,ramp_long_dwell,48,5,283,5180,247821.88,42.280,15.138,100046.80,157,97,20,144,0,1,108,55
