# BME688 cage-odor heater-sweep log
# firmware_version,cage-odor-1.2.0
# session_start_iso,(no RTC)
# session_start_unix,0
# rtc_present,0
# sensors_detected,8 of 8
# sensor,0,logical_id,0,enabled,1,ok,1,unique_id,0x2ED18B51
# sensor,1,logical_id,1,enabled,1,ok,1,unique_id,0x2ED19951
# sensor,2,logical_id,2,enabled,1,ok,1,unique_id,0x2ED19B51
# sensor,3,logical_id,3,enabled,1,ok,1,unique_id,0x2ED19D51
# sensor,4,logical_id,4,enabled,1,ok,1,unique_id,0x2ED1A051
# sensor,5,logical_id,5,enabled,1,ok,1,unique_id,0x2ED1A251
# sensor,6,logical_id,6,enabled,1,ok,1,unique_id,0x2ED1A451
# sensor,7,logical_id,7,enabled,1,ok,1,unique_id,0x2ED19C4A
# profile_rotate_ms,120000
# n_profiles,4
# profile,0,bosch_default,meas_dur_ms,140,temps,320 100 100 100 200 200 200 320 320 320,muls,5 2 10 30 5 5 5 5 5 5
# profile,1,ramp_200_350,meas_dur_ms,140,temps,200 217 233 250 267 283 300 317 333 350,muls,10 10 10 10 10 10 10 10 10 10
# profile,2,ramp_short_dwell,meas_dur_ms,140,temps,200 217 233 250 267 283 300 317 333 350,muls,3 3 3 3 3 3 3 3 3 3
# profile,3,ramp_long_dwell,meas_dur_ms,300,temps,200 217 233 250 267 283 300 317 333 350,muls,20 20 20 20 20 20 20 20 20 20
#
timestamp_iso,millis,unix_time,label,label_name,marker,sensor_idx,logical_id,profile_id,profile_name,profile_cycle,heater_step,heater_temp_c,heater_dur_ms,gas_resistance_ohm,temperature_c,humidity_pct,pressure_pa,idac,res_heat,gas_wait_reg,status,gas_valid,heat_stable,meas_index,skipped
,2007202,0,2,SOILED,,2,2,0,bosch_default,17,3,100,2970,161412.36,41.978,32.010,100122.37,88,52,30,144,0,1,230,83
,2012943,0,2,SOILED,,1,1,0,bosch_default,17,8,320,495,6749.63,42.598,32.933,100127.88,168,105,5,144,0,1,18,69
,2012949,0,2,SOILED,,3,3,0,bosch_default,17,7,320,495,27205.10,43.104,31.926,100127.99,168,107,5,128,0,0,13,161
,2012953,0,2,SOILED,,7,7,0,bosch_default,17,7,320,495,32887.98,42.695,27.434,100123.40,179,105,5,144,0,1,12,177
,2013506,0,2,SOILED,,3,3,0,bosch_default,17,8,320,495,8901.25,43.432,31.861,100131.92,168,107,5,144,0,1,17,3
,2014070,0,2,SOILED,,6,6,0,bosch_default,17,9,320,495,14041.25,43.237,28.269,100138.97,171,110,5,144,0,1,24,78
,2017287,0,2,SOILED,,0,0,0,bosch_default,17,3,100,2970,113525.50,41.224,33.080,100110.30,93,52,30,144,0,1,46,95
,2018968,0,2,SOILED,,2,2,0,bosch_default,17,3,100,2970,161107.61,41.845,32.259,100124.63,88,52,30,128,0,0,59,84
,2022609,0,2,SOILED,,1,1,0,bosch_default,17,6,200,495,19476.57,42.039,33.065,100126.83,134,76,5,176,1,1,88,69
,2025554,0,2,SOILED,,6,6,0,bosch_default,17,0,320,495,16714.55,43.272,28.361,100138.44,170,110,5,144,0,1,107,82
,2030452,0,2,SOILED,,4,4,0,bosch_default,17,3,100,2970,401018.22,42.014,29.359,100144.64,90,54,30,128,0,0,139,169
,2030870,0,2,SOILED,,2,2,0,bosch_default,17,3,100,2970,160652.66,41.730,32.539,100125.15,88,52,30,144,0,1,145,85
,2031290,0,2,SOILED,,0,0,0,bosch_default,17,3,100,2970,114209.23,40.998,33.667,100115.38,93,52,30,128,0,0,147,100
,2032553,0,2,SOILED,,1,1,0,bosch_default,17,5,200,495,20565.55,41.911,33.179,100127.73,134,76,5,176,1,1,160,71
,2037039,0,2,SOILED,,6,6,0,bosch_default,17,2,100,990,484389.78,42.232,28.102,100138.97,91,55,10,144,0,1,190,82
,2037045,0,2,SOILED,,7,7,0,bosch_default,17,0,320,495,16597.51,43.371,27.233,100125.38,178,105,5,176,1,1,185,172
,2037599,0,2,SOILED,,7,7,0,bosch_default,17,2,100,990,423402.94,42.481,27.022,100127.53,93,50,10,144,0,1,189,3
,2038297,0,2,SOILED,,3,3,0,bosch_default,17,2,100,990,320701.53,42.283,31.189,100137.06,87,52,10,144,0,1,195,177
,2042357,0,2,SOILED,,1,1,0,bosch_default,17,4,200,495,124543.91,41.566,33.172,100129.95,134,76,5,128,0,0,231,70
,2042364,0,2,SOILED,,2,2,0,bosch_default,17,4,200,495,119738.07,41.748,32.683,100121.27,134,77,5,128,0,0,228,82
,2044878,0,2,SOILED,,0,0,0,bosch_default,17,7,320,495,13542.11,42.099,33.868,100115.70,176,107,5,128,0,0,245,97
,2045443,0,2,SOILED,,5,5,0,bosch_default,17,7,320,495,28193.83,42.969,30.166,100120.34,170,105,5,144,0,1,244,221
,2048246,0,2,SOILED,,6,6,0,bosch_default,17,2,100,990,483703.34,41.870,28.108,100133.46,91,55,10,144,0,1,15,80
,2052301,0,2,SOILED,,1,1,0,bosch_default,17,3,100,2970,163421.64,40.979,33.037,100131.16,88,51,30,144,0,1,47,71
,2054122,0,2,SOILED,,2,2,0,bosch_default,17,5,200,495,21585.16,42.470,32.843,100122.84,134,77,5,144,0,1,57,84
,2054124,0,2,SOILED,,4,4,0,bosch_default,17,4,200,495,42866.71,42.511,29.954,100146.63,135,79,5,176,1,1,53,169
,2058463,0,2,SOILED,,0,0,0,bosch_default,17,2,100,990,159154.48,41.636,33.237,100119.38,93,52,10,144,0,1,87,97
,2059693,0,2,SOILED,profile_change,,,1,ramp_200_350,18,,,,,,,,,,,,,,
,2059840,0,2,SOILED,,1,1,1,ramp_200_350,18,3,250,990,162953.53,41.145,32.516,100128.18,88,88,10,144,0,1,100,0
,2059841,0,2,SOILED,,1,1,1,ramp_200_350,18,3,250,990,162953.53,41.130,32.561,100127.30,88,88,10,144,0,1,101,0
,2059842,0,2,SOILED,,2,2,1,ramp_200_350,18,3,250,990,160804.02,41.868,32.073,100125.48,88,90,10,144,0,1,97,0
,2059842,0,2,SOILED,,2,2,1,ramp_200_350,18,3,250,990,160804.02,41.853,32.088,100122.32,88,90,10,144,0,1,98,0
,2059843,0,2,SOILED,,3,3,1,ramp_200_350,18,2,233,990,318606.09,42.255,31.334,100136.72,87,85,10,128,0,0,92,0
,2059844,0,2,SOILED,,4,4,1,ramp_200_350,18,2,233,990,558494.69,42.249,29.079,100145.05,90,88,10,144,0,1,94,0
,2059845,0,2,SOILED,,5,5,1,ramp_200_350,18,2,233,990,283656.50,42.323,29.618,100122.05,90,84,10,144,0,1,91,0
,2059846,0,2,SOILED,,6,6,1,ramp_200_350,18,3,250,990,338177.00,41.650,28.336,100137.41,91,92,10,144,0,1,97,0
,2059847,0,2,SOILED,,6,6,1,ramp_200_350,18,3,250,990,338177.00,41.628,28.208,100136.23,91,92,10,144,0,1,98,0
,2059848,0,2,SOILED,,7,7,1,ramp_200_350,18,2,233,990,420533.87,41.993,27.007,100125.82,93,84,10,128,0,0,91,0
,2059848,0,2,SOILED,,7,7,1,ramp_200_350,18,2,233,990,420533.87,41.940,26.986,100125.30,93,84,10,128,0,0,92,0
,2060821,0,2,SOILED,,0,0,1,ramp_200_350,18,0,200,990,113676.73,41.773,33.435,100114.77,176,77,10,144,0,1,7,0
,2061527,0,2,SOILED,,6,6,1,ramp_200_350,18,1,217,990,42146.86,42.467,28.344,100134.93,90,84,10,144,0,1,11,168
,2063904,0,2,SOILED,,1,1,1,ramp_200_350,18,2,233,990,12787.21,42.291,32.615,100128.05,145,84,10,160,1,0,29,183
,2067129,0,2,SOILED,,7,7,1,ramp_200_350,18,5,283,990,12487.80,43.189,26.890,100124.88,142,96,10,144,0,1,51,214
,2067826,0,2,SOILED,,3,3,1,ramp_200_350,18,5,283,990,10781.67,43.563,31.092,100128.83,133,97,10,144,0,1,57,220
,2068246,0,2,SOILED,,2,2,1,ramp_200_350,18,6,300,990,7606.37,43.393,31.757,100124.67,134,102,10,144,0,1,60,217
,2073012,0,2,SOILED,,6,6,1,ramp_200_350,18,9,350,990,21454.91,43.534,27.523,100134.11,171,117,10,144,0,1,94,82
,2074267,0,2,SOILED,,1,1,1,ramp_200_350,18,0,200,990,19494.37,42.709,31.508,100129.18,134,76,10,144,0,1,104,74
,2074408,0,2,SOILED,,0,0,1,ramp_200_350,18,0,200,990,15717.09,42.388,32.394,100113.09,140,77,10,144,0,1,105,97
,2080851,0,2,SOILED,,2,2,1,ramp_200_350,18,5,283,990,10936.43,43.509,31.239,100123.37,159,98,10,144,0,1,151,90
,2084353,0,2,SOILED,,4,4,1,ramp_200_350,18,7,317,990,16157.54,44.026,28.394,100140.43,169,109,10,144,0,1,175,80
,2084490,0,2,SOILED,,1,1,1,ramp_200_350,18,7,317,990,9900.99,43.056,31.491,100128.45,168,105,10,144,0,1,178,73
,2084776,0,2,SOILED,,6,6,1,ramp_200_350,18,7,317,990,17325.39,43.534,27.413,100133.22,170,109,10,176,1,1,179,84
,2087853,0,2,SOILED,,0,0,1,ramp_200_350,18,0,200,990,16355.74,42.709,32.151,100109.92,140,77,10,144,0,1,202,96
,2093316,0,2,SOILED,,2,2,1,ramp_200_350,18,4,267,990,15094.34,43.526,31.053,100122.32,155,94,10,144,0,1,241,89
,2094715,0,2,SOILED,,1,1,1,ramp_200_350,18,5,283,990,12307.69,42.902,31.465,100125.47,159,96,10,144,0,1,252,73
,2094858,0,2,SOILED,,3,3,1,ramp_200_350,18,5,283,990,15073.01,43.814,30.377,100128.80,158,97,10,144,0,1,251,193
,2095563,0,2,SOILED,,7,7,1,ramp_200_350,18,5,283,990,18353.89,43.567,26.165,100119.05,169,96,10,144,0,1,255,203
,2096264,0,2,SOILED,,6,6,1,ramp_200_350,18,6,300,990,15019.95,43.492,27.343,100131.83,166,105,10,144,0,1,6,82
,2101161,0,2,SOILED,,0,0,1,ramp_200_350,18,9,350,990,12495.12,43.055,32.088,100108.46,183,115,10,144,0,1,42,95
,2105081,0,2,SOILED,,1,1,1,ramp_200_350,18,2,233,990,40429.56,42.764,31.241,100124.27,144,84,10,144,0,1,71,74
,2105642,0,2,SOILED,,2,2,1,ramp_200_350,18,3,250,990,22377.62,43.506,30.892,100121.20,150,90,10,144,0,1,74,88
,2107888,0,2,SOILED,,6,6,1,ramp_200_350,18,4,267,990,26512.01,43.422,27.243,100133.09,157,97,10,144,0,1,90,83
,2110270,0,2,SOILED,,4,4,1,ramp_200_350,18,6,300,990,16145.31,44.049,28.134,100138.16,165,105,10,144,0,1,105,185
,2114329,0,2,SOILED,,0,0,1,ramp_200_350,18,9,350,990,12436.84,43.090,32.040,100114.36,183,115,10,144,0,1,137,94
,2115169,0,2,SOILED,,1,1,1,ramp_200_350,18,0,200,990,20705.27,43.341,31.070,100132.27,134,76,10,144,0,1,144,72
,2117692,0,2,SOILED,,2,2,1,ramp_200_350,18,1,217,990,71329.06,43.519,30.700,100128.36,140,82,10,144,0,1,161,86
,2118818,0,2,SOILED,,6,6,1,ramp_200_350,18,2,233,990,67015.70,43.312,27.052,100141.20,146,88,10,128,0,0,169,78
,2120917,0,2,SOILED,,3,3,1,ramp_200_350,18,3,250,990,32761.71,43.811,30.230,100132.13,148,89,10,128,0,0,182,186
,2122742,0,2,SOILED,,7,7,1,ramp_200_350,18,5,283,990,18417.27,43.665,25.986,100130.20,168,96,10,144,0,1,194,194
,2124979,0,2,SOILED,,1,1,1,ramp_200_350,18,7,317,990,9984.40,43.197,31.220,100131.66,168,105,10,144,0,1,215,70
,2127081,0,2,SOILED,,0,0,1,ramp_200_350,18,8,333,990,9478.67,43.083,32.000,100117.21,179,110,10,144,0,1,229,91
,2129464,0,2,SOILED,,2,2,1,ramp_200_350,18,0,200,990,20233.96,43.915,30.557,100128.28,133,77,10,144,0,1,246,84
,2129609,0,2,SOILED,,6,6,1,ramp_200_350,18,0,200,990,32072.16,43.612,26.892,100138.84,136,80,10,144,0,1,247,77
,2134789,0,2,SOILED,,4,4,1,ramp_200_350,18,3,250,990,41330.32,43.955,28.031,100144.02,151,92,10,144,0,1,25,175
,2135066,0,2,SOILED,,1,1,1,ramp_200_350,18,4,267,990,16597.51,43.023,31.226,100133.20,154,92,10,144,0,1,32,72
,2140248,0,2,SOILED,,0,0,1,ramp_200_350,18,8,333,990,9445.10,43.080,31.965,100112.55,179,110,10,144,0,1,68,94
,2140953,0,2,SOILED,,6,6,1,ramp_200_350,18,8,333,990,17269.29,43.909,27.017,100139.23,173,113,10,144,0,1,73,81
,2141650,0,2,SOILED,,2,2,1,ramp_200_350,18,9,350,990,15488.87,44.166,30.633,100124.26,175,115,10,144,0,1,78,87
,2145291,0,2,SOILED,,1,1,1,ramp_200_350,18,1,217,990,74052.65,42.882,30.974,100131.21,139,80,10,144,0,1,106,73
,2147393,0,2,SOILED,,3,3,1,ramp_200_350,18,2,233,990,53522.89,43.839,29.989,100132.44,143,85,10,144,0,1,116,189
,2152576,0,2,SOILED,,6,6,1,ramp_200_350,18,6,300,990,14658.73,43.794,26.952,100140.51,165,105,10,176,1,1,157,83
,2152580,0,2,SOILED,,7,7,1,ramp_200_350,18,6,300,990,14770.37,43.911,25.935,100129.43,173,100,10,144,0,1,152,213
,2153137,0,2,SOILED,,7,7,1,ramp_200_350,18,6,300,990,14770.37,43.936,25.816,100128.82,173,100,10,144,0,1,156,3
,2153553,0,2,SOILED,,0,0,1,ramp_200_350,18,7,317,990,7727.60,43.110,31.956,100118.52,175,106,10,144,0,1,164,95
,2153835,0,2,SOILED,,2,2,1,ramp_200_350,18,7,317,990,9478.67,44.103,30.655,100129.35,168,107,10,144,0,1,166,87
,2155516,0,2,SOILED,,1,1,1,ramp_200_350,18,9,350,990,15728.68,43.489,30.999,100134.22,175,113,10,144,0,1,180,73
,2156642,0,2,SOILED,,5,5,1,ramp_200_350,18,9,350,990,18449.12,44.367,28.401,100127.57,176,112,10,144,0,1,179,87
,2160283,0,2,SOILED,,4,4,1,ramp_200_350,18,2,233,990,69983.59,43.907,27.799,100144.47,146,88,10,128,0,0,208,182
,2163787,0,2,SOILED,,6,6,1,ramp_200_350,18,5,283,990,17967.43,43.674,27.040,100142.04,162,101,10,144,0,1,238,80
,2165742,0,2,SOILED,,1,1,1,ramp_200_350,18,6,300,990,10050.25,43.288,31.178,100134.78,162,100,10,144,0,1,254,73
,2165884,0,2,SOILED,,2,2,1,ramp_200_350,18,6,300,990,9403.47,44.023,30.545,100129.30,163,102,10,144,0,1,253,86
,2166584,0,2,SOILED,,0,0,1,ramp_200_350,18,7,317,990,7694.16,43.090,31.977,100114.36,175,106,10,144,0,1,2,93
,2174708,0,2,SOILED,,3,3,1,ramp_200_350,18,2,233,990,53522.89,43.902,29.972,100133.94,143,85,10,128,0,0,56,195
,2174716,0,2,SOILED,,6,6,1,ramp_200_350,18,2,233,990,39530.57,43.512,26.960,100140.05,146,88,10,176,1,1,61,78
,2175131,0,2,SOILED,,6,6,1,ramp_200_350,18,3,250,990,39530.57,43.549,27.095,100139.37,151,92,10,144,0,1,64,2
,2176107,0,2,SOILED,,1,1,1,ramp_200_350,18,4,267,990,16443.99,43.106,31.115,100134.92,154,92,10,144,0,1,73,74
,2178210,0,2,SOILED,,2,2,1,ramp_200_350,18,5,283,990,10925.23,43.958,30.698,100125.28,159,98,10,144,0,1,86,88
,2179611,0,2,SOILED,,0,0,1,ramp_200_350,18,6,300,990,7147.64,43.095,31.995,100113.04,171,102,10,144,0,1,96,93
,2179859,0,2,SOILED,profile_change,,,2,ramp_short_dwell,19,,,,,,,,,,,,,,
,2180007,0,2,SOILED,,1,1,2,ramp_short_dwell,19,6,300,297,10021.92,43.335,31.200,100129.83,162,100,3,144,0,1,100,0
,2180008,0,2,SOILED,,1,1,2,ramp_short_dwell,19,6,300,297,9809.93,43.343,31.138,100129.48,162,100,3,176,1,1,101,0
,2180009,0,2,SOILED,,2,2,2,ramp_short_dwell,19,6,300,297,9362.20,44.073,30.669,100126.60,163,102,3,144,0,1,98,0
,2180010,0,2,SOILED,,3,3,2,ramp_short_dwell,19,6,300,297,12810.25,44.208,30.041,100132.75,162,102,3,144,0,1,94,0
,2180011,0,2,SOILED,,4,4,2,ramp_short_dwell,19,6,300,297,15892.72,44.248,27.946,100142.89,165,105,3,144,0,1,92,0
,2180012,0,2,SOILED,,5,5,2,ramp_short_dwell,19,5,283,297,17089.45,44.130,28.646,100123.12,160,96,3,144,0,1,89,0
,2180013,0,2,SOILED,,6,6,2,ramp_short_dwell,19,6,300,297,14821.68,43.852,27.017,100140.59,166,105,3,144,0,1,98,0
,2180014,0,2,SOILED,,7,7,2,ramp_short_dwell,19,5,283,297,14678.90,43.926,25.831,100127.92,168,96,3,176,1,1,91,0
,2180015,0,2,SOILED,,7,7,2,ramp_short_dwell,19,6,300,297,14678.90,43.934,25.826,100127.16,173,100,3,144,0,1,92,0
,2180289,0,2,SOILED,,2,2,2,ramp_short_dwell,19,0,200,297,9362.20,43.935,30.616,100127.82,133,77,3,144,0,1,1,158
,2181969,0,2,SOILED,,0,0,2,ramp_short_dwell,19,4,267,297,7410.84,42.935,31.956,100117.06,162,94,3,176,1,1,14,0
,2185476,0,2,SOILED,,7,7,2,ramp_short_dwell,19,2,233,297,50186.24,43.739,25.799,100129.50,154,84,3,176,1,1,38,201
,2188133,0,2,SOILED,,1,1,2,ramp_short_dwell,19,9,350,297,11615.25,43.461,31.098,100131.45,175,113,3,144,0,1,58,212
,2188143,0,2,SOILED,,6,6,2,ramp_short_dwell,19,9,350,297,17255.32,43.964,27.005,100138.91,177,117,3,144,0,1,58,215
,2190517,0,2,SOILED,,4,4,2,ramp_short_dwell,19,5,283,297,30274.36,44.165,27.828,100146.82,160,100,3,144,0,1,75,238
,2192477,0,2,SOILED,,2,2,2,ramp_short_dwell,19,9,350,297,15579.36,44.231,30.611,100127.73,175,115,3,176,1,1,89,87
,2194858,0,2,SOILED,,0,0,2,ramp_short_dwell,19,5,283,297,10282.78,43.032,31.897,100116.32,167,98,3,176,1,1,107,92
,2198220,0,2,SOILED,,1,1,2,ramp_short_dwell,19,3,250,297,25316.46,43.137,31.010,100133.30,149,88,3,176,1,1,131,72
,2199345,0,2,SOILED,,6,6,2,ramp_short_dwell,19,6,300,297,21241.29,43.809,26.969,100139.03,165,105,3,144,0,1,139,80
,2204803,0,2,SOILED,,2,2,2,ramp_short_dwell,19,9,350,297,12400.70,44.239,30.572,100124.34,175,115,3,144,0,1,178,88
,2205924,0,2,SOILED,,3,3,2,ramp_short_dwell,19,1,217,297,62822.09,44.070,29.807,100133.43,138,81,3,176,1,1,185,90
,2208444,0,2,SOILED,,0,0,2,ramp_short_dwell,19,8,333,297,8916.13,43.221,31.887,100113.24,179,110,3,144,0,1,205,97
,2208585,0,2,SOILED,,1,1,2,ramp_short_dwell,19,8,333,297,12487.80,43.476,31.054,100131.27,171,109,3,176,1,1,206,74
,2210552,0,2,SOILED,,6,6,2,ramp_short_dwell,19,3,250,297,54689.17,43.672,26.892,100137.02,151,92,3,144,0,1,220,80
,2212794,0,2,SOILED,,7,7,2,ramp_short_dwell,19,8,333,297,16482.10,44.103,25.808,100120.95,182,109,3,144,0,1,234,195
,2216990,0,2,SOILED,,2,2,2,ramp_short_dwell,19,8,333,297,12444.10,44.229,30.537,100125.20,171,111,3,176,1,1,10,87
,2216997,0,2,SOILED,,4,4,2,ramp_short_dwell,19,8,333,297,18465.09,44.460,27.832,100142.33,172,113,3,144,0,1,9,189
,2217832,0,2,SOILED,,4,4,2,ramp_short_dwell,19,0,200,297,26528.50,44.399,27.776,100147.36,134,79,3,144,0,1,15,5
,2218670,0,2,SOILED,,1,1,2,ramp_short_dwell,19,3,250,297,34934.50,43.167,30.956,100134.34,149,88,3,128,0,0,23,72
,2221472,0,2,SOILED,,0,0,2,ramp_short_dwell,19,9,350,297,13507.81,43.323,31.846,100115.07,184,115,3,176,1,1,43,93
,2222037,0,2,SOILED,,6,6,2,ramp_short_dwell,19,1,217,297,125551.74,43.764,26.812,100136.73,141,84,3,128,0,0,47,82
,2229034,0,2,SOILED,,1,1,2,ramp_short_dwell,19,8,333,297,11061.18,43.479,31.072,100130.44,171,109,3,144,0,1,98,74
,2229595,0,2,SOILED,,2,2,2,ramp_short_dwell,19,9,350,297,12451.36,44.282,30.519,100126.27,175,115,3,144,0,1,101,90
,2233521,0,2,SOILED,,6,6,2,ramp_short_dwell,19,8,333,297,18306.64,44.024,26.928,100136.90,173,113,3,176,1,1,130,82
,2234776,0,2,SOILED,,0,0,2,ramp_short_dwell,19,1,217,297,37481.70,43.005,31.728,100116.79,145,81,3,176,1,1,139,95
,2235199,0,2,SOILED,,3,3,2,ramp_short_dwell,19,1,217,297,63241.11,44.148,29.814,100136.97,138,81,3,176,1,1,139,209
,2239539,0,2,SOILED,,1,1,2,ramp_short_dwell,19,3,250,297,34877.38,43.220,30.904,100135.55,149,88,3,128,0,0,174,75
,2242200,0,2,SOILED,,2,2,2,ramp_short_dwell,19,9,350,297,12407.91,44.334,30.473,100128.77,175,115,3,144,0,1,192,90
,2243324,0,2,SOILED,,7,7,2,ramp_short_dwell,19,1,217,297,136935.02,43.959,25.702,100128.19,148,80,3,144,0,1,197,218
,2245146,0,2,SOILED,,6,6,2,ramp_short_dwell,19,6,300,297,18028.17,43.909,26.868,100140.12,165,105,3,176,1,1,214,83
,2245705,0,2,SOILED,,4,4,2,ramp_short_dwell,19,7,317,297,19423.37,44.425,27.868,100147.23,169,109,3,144,0,1,215,199
,2247804,0,2,SOILED,,0,0,2,ramp_short_dwell,19,3,250,297,26446.28,43.017,31.730,100115.98,157,90,3,144,0,1,233,93
,2249766,0,2,SOILED,,1,1,2,ramp_short_dwell,19,8,333,297,11072.66,43.514,30.950,100133.18,171,109,3,144,0,1,248,73
,2254389,0,2,SOILED,,2,2,2,ramp_short_dwell,19,8,333,297,12473.20,44.317,30.449,100129.67,171,111,3,176,1,1,24,87
,2256493,0,2,SOILED,,6,6,2,ramp_short_dwell,19,4,267,297,38670.70,43.767,26.867,100140.86,156,97,3,128,0,0,40,81
,2260268,0,2,SOILED,,1,1,2,ramp_short_dwell,19,3,250,297,34934.50,43.265,30.869,100134.63,149,88,3,128,0,0,68,75
,2261108,0,2,SOILED,,0,0,2,ramp_short_dwell,19,5,283,297,13507.81,43.148,31.714,100115.41,167,98,3,144,0,1,73,95
,2263632,0,2,SOILED,,3,3,2,ramp_short_dwell,19,9,350,297,18923.71,44.582,29.765,100135.02,174,114,3,176,1,1,87,203
,2267133,0,2,SOILED,,2,2,2,ramp_short_dwell,19,9,350,297,12436.84,44.384,30.444,100127.34,175,115,3,144,0,1,116,91
,2268257,0,2,SOILED,,6,6,2,ramp_short_dwell,19,2,233,297,80629.92,43.747,26.799,100140.98,146,88,3,128,0,0,125,84
,2270774,0,2,SOILED,,1,1,2,ramp_short_dwell,19,8,333,297,12517.11,43.602,30.902,100132.86,171,109,3,176,1,1,144,75
,2271761,0,2,SOILED,,7,7,2,ramp_short_dwell,19,9,350,297,18150.88,44.262,25.793,100126.14,186,113,3,144,0,1,145,203
,2273020,0,2,SOILED,,4,4,2,ramp_short_dwell,19,2,233,297,88858.04,44.253,27.797,100147.92,146,88,3,144,0,1,155,195
,2274137,0,2,SOILED,,0,0,2,ramp_short_dwell,19,6,300,297,10423.45,43.241,31.723,100112.95,171,102,3,144,0,1,167,93
,2279600,0,2,SOILED,,2,2,2,ramp_short_dwell,19,9,350,297,12436.84,44.410,30.373,100128.05,175,115,3,144,0,1,206,89
,2279608,0,2,SOILED,,6,6,2,ramp_short_dwell,19,9,350,297,23791.82,44.154,26.906,100136.43,177,117,3,176,1,1,207,81
,2281280,0,2,SOILED,,1,1,2,ramp_short_dwell,19,4,267,297,25391.79,43.315,30.828,100131.87,154,92,3,144,0,1,220,75
,2287582,0,2,SOILED,,0,0,2,ramp_short_dwell,19,8,333,297,10078.74,43.414,31.706,100117.87,179,110,3,176,1,1,8,96
,2291647,0,2,SOILED,,6,6,2,ramp_short_dwell,19,8,333,297,18385.52,44.104,26.880,100137.06,173,113,3,176,1,1,38,86
,2291922,0,2,SOILED,,1,1,2,ramp_short_dwell,19,9,350,297,15763.55,43.708,30.838,100133.66,175,113,3,176,1,1,41,76
,2292204,0,2,SOILED,,2,2,2,ramp_short_dwell,19,9,350,297,15763.55,44.457,30.326,100125.45,175,115,3,176,1,1,41,90
,2292628,0,2,SOILED,,5,5,2,ramp_short_dwell,19,8,333,297,14460.01,44.460,28.404,100126.07,173,108,3,144,0,1,36,202
,2293047,0,2,SOILED,,3,3,2,ramp_short_dwell,19,0,200,297,18906.94,44.585,29.748,100136.30,132,77,3,144,0,1,42,210
,2298232,0,2,SOILED,,7,7,2,ramp_short_dwell,19,2,233,297,83797.05,43.946,25.536,100127.78,154,84,3,128,0,0,79,189
,2300021,0,2,SOILED,profile_change,,,3,ramp_long_dwell,20,,,,,,,,,,,,,,
,2300026,0,2,SOILED,,0,0,3,ramp_long_dwell,20,8,333,5180,8938.55,43.406,31.683,100114.87,179,110,20,144,0,1,97,0
,2300330,0,2,SOILED,,1,1,3,ramp_long_dwell,20,9,350,5180,12473.20,43.703,30.838,100135.32,175,113,20,144,0,1,100,0
,2300331,0,2,SOILED,,2,2,3,ramp_long_dwell,20,8,333,5180,10836.44,44.379,30.313,100126.17,172,111,20,144,0,1,97,0
,2300331,0,2,SOILED,,2,2,3,ramp_long_dwell,20,8,333,5180,12400.70,44.407,30.316,100128.52,172,111,20,176,1,1,98,0
,2300332,0,2,SOILED,,3,3,3,ramp_long_dwell,20,6,300,5180,14946.29,44.442,29.707,100133.93,162,102,20,176,1,1,92,0
,2300333,0,2,SOILED,,4,4,3,ramp_long_dwell,20,6,300,5180,19370.46,44.478,27.767,100146.88,165,105,20,176,1,1,92,0
,2300333,0,2,SOILED,,4,4,3,ramp_long_dwell,20,7,317,5180,19370.46,44.506,27.753,100147.34,168,109,20,144,0,1,93,0
,2300334,0,2,SOILED,,5,5,3,ramp_long_dwell,20,5,283,5180,19076.01,44.299,28.445,100126.71,160,96,20,176,1,1,89,0
,2300336,0,2,SOILED,,6,6,3,ramp_long_dwell,20,8,333,5180,18228.43,44.104,26.869,100136.52,173,113,20,176,1,1,98,0
,2300336,0,2,SOILED,,6,6,3,ramp_long_dwell,20,9,350,5180,18228.43,44.119,26.848,100136.10,176,117,20,144,0,1,99,0
,2300337,0,2,SOILED,,7,7,3,ramp_long_dwell,20,6,300,5180,18197.33,44.128,25.705,100125.19,173,100,20,176,1,1,92,0
,2300634,0,2,SOILED,,5,5,3,ramp_long_dwell,20,0,200,5180,19076.01,44.193,28.435,100128.12,135,76,20,144,0,1,0,166
,2300636,0,2,SOILED,,7,7,3,ramp_long_dwell,20,0,200,5180,18197.33,44.011,25.591,100127.95,141,75,20,144,0,1,0,163
,2301234,0,2,SOILED,,4,4,3,ramp_long_dwell,20,0,200,5180,19370.46,44.119,27.724,100146.06,134,79,20,144,0,1,2,164
,2302138,0,2,SOILED,,6,6,3,ramp_long_dwell,20,0,200,5180,18228.43,43.544,26.820,100139.62,135,80,20,144,0,1,5,161
,2307535,0,2,SOILED,,0,0,3,ramp_long_dwell,20,1,217,5180,15399.42,42.842,32.056,100113.30,145,81,20,128,0,0,24,182
,2307541,0,2,SOILED,,1,1,3,ramp_long_dwell,20,1,217,5180,26795.06,43.016,31.197,100133.20,139,80,20,144,0,1,24,179
,2309036,0,2,SOILED,,2,2,3,ramp_long_dwell,20,1,217,5180,23555.39,43.735,30.608,100128.09,140,82,20,144,0,1,29,186
,2313842,0,2,SOILED,,6,6,3,ramp_long_dwell,20,2,233,5180,21326.22,43.524,27.225,100139.76,146,88,20,144,0,1,45,39
,2315339,0,2,SOILED,,3,3,3,ramp_long_dwell,20,2,233,5180,15636.45,43.985,30.088,100135.44,143,85,20,144,0,1,50,213
